instalación o reconstrucción de albañales,37.3584162014
diversiones y espectáculos públicos foráneos,36.9946428849
raúl bolaños cacho guzmán,35.4836279889
guillermina sánchez meza de solís,32.6587792498
jorge efrén domínguez ramírez,31.359858806
jesús lizárraga gastélum,30.6068202721
investigación científica y tecnológica,30.5407740365
de hacienda y crédito público,30.5352533799
diversiones y espectáculos públicos y,30.4439204124
propiedad raíz rústica y urbana,30.2504434571
se declaran de ampliación automática,30.1043251876
construcción de estacionamientos de vehículos,29.7560466983
secretaría de hacienda y crédito,29.7331900519
limpia y desazolve de albañales,29.6811091507
héctor ximénez gonzález,29.4442674348
excepción del anhídrido carbónico,28.709894758
zebadúa liévano josé humberto,28.5319762811
héctor ramírez cuéllar,28.504679619
secretaría de programación y presupuesto,27.9445962016
héctor pérez martínez,27.7469979688
confederación de cámaras industriales de,27.5083110609
secretaría de agricultura y ganadería,27.505342195
vigor quince días después de,27.4857227675
orgánica del banco de méxico,27.4291950254
secretaría de educación pública,27.1392679378
hacienda y crédito público,26.9510564449
jesús hernández díaz,26.9068324462
vigor cinco días después de,26.8443790788
vigor tres días después de,26.8402746879
expedición de títulos y certificados,26.6893901299
secretario gonzález sáenz leopoldo,26.6745222825
motivo del tránsito de vehículos,26.6371356156
jesús alberto mora lópez,26.5426689496
diversiones y espectáculos públicos,26.5381211458
señores diputados de acción nacional,26.5289160035
secretario fernández albarrán juan,26.4642714847
enrique ramírez y ramírez,26.3825642607
votación económica se pregunta a,26.3231321191
votación económica se consulta a,26.3001162461
crédito público y seguros,26.2968949764
demás que le atribuyan expresamente,26.244307126
secretario díaz durán fernando,26.1927154206
ciudadano diputado pérez ríos,26.1166019961
pescaderías y expendios de mariscos,26.043310578
siderúrgica lázaro cárdenas,25.8885670245
llantas y cámaras de hule,25.6743934705
metales y derivados metalúrgicos de,25.6167607842
ley de crédito agrícola,25.4114557754
demás que le encomienden expresamente,25.3915403275
comisión de impuestos e imprímase,25.3703738262
seguridades de mi atenta consideración,25.190979354
julio césar mena brito andrade,25.0794962852
demás que le fijen expresamente,25.0607322467
¿falta algún ciudadano diputado de,25.0159022219
cauciones cuya pérdida se declare,24.9096874881
acción del sector público,24.8546297894
demás que le señalen,24.821116704
fracción iii del artículo 3o,24.7851315869
vida económica del país,24.7186078988
banco nacional del ejército y,24.6466073941
sujetos al régimen de condominio,24.6424637922
secretaría de recursos hidráulicos,24.6197615851
víctor alfonso maldonado moreleón,24.6052499267
secretaría de programación y,24.5692460616
secretario lima josé de jesús,24.5687217595
fracción i del artículo anterior,24.5653762464
