señora amalia solórzano de cárdenas,36.594144717
raúl bolaños cacho guzmán,33.5840075544
secretaria maría refugio castillón coronado,31.0388651345
señor ramírez y ramírez,30.7201917228
jesús lizárraga gastélum,29.9507450105
prosecretario raúl bolaños cacho,29.8904605482
héctor ramírez cuéllar,28.9064493128
zebadúa liévano josé humberto,27.7765729198
gámiz fernández máximo,27.4938494145
jesús hernández díaz,27.4119044696
profesor marco antonio bolaños cacho,27.1797741462
rabadán santana de arenal macrina,26.9116019618
secretaría de hacienda y crédito,26.893969036
enrique ramírez y ramírez,26.8886782414
licenciado félix barra garcía,26.8733096502
votación económica se pregunta a,26.6423935002
secretario pastor murguía gonzález,26.5900973312
señor candidato de acción nacional,26.3506495241
secretaría de programación y presupuesto,26.2971781462
votación económica se consulta a,26.2766403678
diputado ramírez y ramírez,26.2763708096
señor licenciado gonzález luna,26.1906598545
secretario díaz durán fernando,26.1000447767
cámara de diputados de méxico,25.7691503285
secretario gonzález sáenz leopoldo,25.6890627827
confederación de trabajadores de méxico,25.6177758908
señores diputados de acción nacional,25.5255623406
secretaría de educación pública,25.4272598714
ciudadano diputado chávez gonzález,25.21223238
licenciado josé lópez portillo pacheco,25.1124584046
señor diputado gómez mont,25.041324702
son válidas y legítimas,24.3827566838
son legítimas y válidas,24.3827566838
fuerzas democráticas y patrióticas,24.1985636571
seguridades de mi atenta consideración,23.5859921238
señor diputado ruiz vázquez,23.5710337879
publíquese y promúlguese,23.4834204085
raúl fernández robert,23.4415720457
seguridades de mi consideración distinguida,23.2357458184
cámara de diputados del h,23.2227166178
cámara de diputados al h,23.1605023211
pastor murguía gonzález,23.1512276657
secretario de león bernardo m,23.1183048162
vida política de méxico,23.0507716659
secretaría de recursos hidráulicos,23.0078412508
votación económica se pregunta,22.984396762
lectura del orden del día,22.9819272469
everardo gámiz fernández,22.9109753741
primera comisión revisora de credenciales,22.8626500663
díaz muñoz vidal,22.8620574168
diputación de acción nacional,22.8517632799
señoras y señores diputados,22.8165203043
consideración de vuestra soberanía,22.8043516304
ramírez y ramírez,22.7765570293
candidato del partido auténtico de,22.7021018781
representante del partido auténtico de,22.6210733561
primer período ordinario de sesiones,22.6036559574
¿falta algún ciudadano diputado de,22.5875605345
diputados del partido acción nacional,22.5846354974
popular socialista y auténtico de,22.5151949034
jesús gonzález balandrano,22.5097849218
heladio ramírez lópez,22.469013738
jesús robles martínez,22.4319580274
fracción iii del apartado b,22.4180477915
gutiérrez lascuráin juan,22.4134933348
jesús mastache román,22.3163135318
saúl gonzález herrera,22.3158283263
candidato del partido acción nacional,22.29707257
leopoldo gonzález sáenz,22.2501931172
josé lópez bermúdez,22.2414327492
representante del partido acción nacional,22.216044048
alfonso martínez domínguez,22.20742922
ramírez munguía miguel,22.2053012338
votación económica se aprueba,22.2046812898
artículo 253 del código penal,22.18226573
licenciado gustavo díaz ordaz,22.1605375764
candidatos del partido auténtico de,22.1595348945
secretario gonzález sáenz,22.1265627827
comisión se permite someter a,22.0727895591
raúl padilla gutiérrez,22.0565023616
agustín ramírez romero,22.0544960966
diputación del partido popular socialista,21.995439393
vida pública de méxico,21.9770431065
tulio hernández gómez,21.9475256652
asuntos del orden del día,21.9233280536
miembros del partido acción nacional,21.9209669424
señores de acción nacional,21.9069708912
secretaría de salubridad y asistencia,21.8872016856
licenciado rodolfo gonzález guevara,21.8802330622
raúl lemus garcía,21.8571482734
francisco hernández juárez,21.760527817
puente díaz raúl,21.7208042137
cámara de diputados y de,21.7154671279
manuel gómez morín,21.6858867811
representantes del partido acción nacional,21.6522142608
medellín de gutiérrez,21.6040440011
son diputados de mayoría a,21.5902511195
señores diputados y presuntos diputados,21.5625470781
chávez gonzález francisco,21.5479213032
manuel gurría ordóñez,21.5117764128
comisión permanente del congreso de,21.4701904554
adrián peña soto,21.4604591023
licenciado josé lópez portillo,21.4457917379
manuel gurría ordoñez,21.4030807606
licenciado adolfo lópez mateos,21.3105338272
silvia hernández de galindo,21.2390637114
constancia de mayoría que expidió,21.2123307223
ifigenia martínez de navarrete,21.1741354239
secretario mario hernández posadas,21.1703194156
miguel covián pérez,21.1327270527
son diputados federales de mayoría,21.1213300115
márquez ricaño luis,20.9922348884
doctor oscar hammeken martínez,20.9806582704
ciudadano diputado gómez mont,20.9338069187
juan barragán rodríguez,20.9071607732
caña de azúcar,20.7945009952
luis dantón rodríguez,20.7881379265
martín luis guzmán,20.7663489476
francisco pérez ríos,20.7498854493
primera comisión de puntos constitucionales,20.7193856224
cabrera cosío ramón,20.6948184751
segunda comisión de puntos constitucionales,20.6280705442
ramón garcía ruiz,20.5999419959
secretaría de industria y comercio,20.5960648397
juan manuel terán mata,20.5566676535
secretario juan sabines gutiérrez,20.5485000676
secretario romero castañeda david,20.4841538261
señores miembros del colegio electoral,20.4813154525
comisión de presupuestos y cuenta,20.4715048836
secretario gómez maganda alejandro,20.4697812981
sesión solemne de congreso general,20.4306004566
licenciado luis echeverría alvarez,20.3732098939
doctor josé rivas guzmán,20.2269464846
comisión de presupuesto y cuenta,20.2209309161
diputado luis del toro calero,20.1932503732
sesión solemne que tendrá lugar,20.1831209489
constancia de mayoría de votos,20.1203929075
no reelección del presidente de,20.0876784789
diputado filiberto soto solís,20.0704282369
