raúl bolaños cacho guzmán,35.1286718549
jesús lizárraga gastélum,30.8487290777
secretaría después de pasar lista,29.1524994797
secretario luis fernando solís patrón,28.4917890382
señor mariscal josip broz tito,28.388617606
secretaría de educación pública,27.6666429219
héctor ramírez cuéllar,27.6416295227
jesús cabrera muñoz ledo,27.4925020431
juan moisés calleja garcía,27.0883325545
dirección general de acción social,26.9945275815
expresiones de mi atenta consideración,26.8915140555
diputado celso vázquez ramírez,26.8088171688
diputación del partido acción nacional,26.7336669993
moisés rosalío garcía,26.687045169
seguridades de mi atenta consideración,26.6351037991
diputado rómulo sánchez mireles,26.6207867788
maría antonieta garza gutiérrez,26.5064256089
francisco hernández y hernández,26.2081078229
seguridades de nuestra atenta consideración,26.2022536138
servicio geográfico del ejército,26.0564951406
seguridades de mi consideración distinguida,26.0041031133
coronel de caballería diplomado de,25.9765885591
maría del refugio castillón,25.9406247538
coronel de infantería diplomado de,25.9106163368
fracción iii del artículo 3o,25.8862935222
crédito público y seguros,25.8784702476
enrique ramírez y ramírez,25.8542804551
senador félix vallejo martínez,25.8050164662
senador salvador gámiz fernández,25.7476485543
nuestra atenta y distinguida consideración,25.7175781506
salinas y agapito duarte hernández,25.6743459636
diputado licenciado carlos sansores pérez,25.606219446
licenciado alfonso de rosenzweig díaz,25.5807880879
seguridades de nuestra consideración distinguida,25.571252928
a continuación transcribo a ustedes,25.1044882467
primer período ordinario de sesiones,25.0220064735
consideración de vuestra soberanía,24.9970083141
primer período extraordinario de sesiones,24.994473535
secretario gonzález sáenz leopoldo,24.9486027851
carácter devolutivo remito a usted,24.8080579011
cargo de vicecónsul honorario de,24.7238956142
segundo período ordinario de sesiones,24.6586929566
diputados y córrase traslado a,24.6114737379
¿falta algún ciudadano diputado de,24.4778336334
general de división diplomado de,24.4646721569
secretaría se sirva consultar a,24.3943210137
moneda e instituciones de crédito,24.2893998149
senador josé rivera pérez campos,24.2581283091
que a continuación se mencionan,24.0512664643
secretaría de relaciones exteriores se,23.9404405288
después de haber pasado lista,23.8528524548
secretario díaz durán fernando,23.8477618432
comisión de presupuestos y cuenta,23.833119516
dirigido a ésta de gobernación,23.828800028
reiterándoles mi consideración atenta,23.8259627034
comisión se permite someter a,23.7426766732
secretaría de gobernación transcribe,23.5987736856
lectura del orden del día,23.4465343318
comisión se permite proponer a,23.4099437859
cargo de cónsul honorario de,23.4028324079
josé lópez bermúdez,23.387038653
raúl fernández robert,23.3813508118
heladio ramírez lópez,23.3799509195
manifiesta a ésta de gobernación,23.3681248778
reitero a ustedes mi atención,23.3634245141
jardín de san fernando de,23.3259828102
secretaría de relaciones exteriores solicita,23.2728179917
reiterándoles mi consideración distinguida,23.1949620175
diputados del partido acción nacional,23.1918390538
fracción vii del artículo,23.111033565
comisión del servicio consular y,23.0719296956
fracción v del artículo 79,23.0447858223
fracción v del artículo,23.0447858223
autorización a que se refiere,23.0130839414
cámara de diputados del h,22.9730225836
martha idalia garza martínez,22.9098623579
votación económica se pregunta,22.9074846839
que se concede pensión a,22.8874812087
vías generales de comunicación,22.8733665867
materia de fuero común y,22.838131368
pastor murguía gonzález,22.7909288191
comisión permanente del congreso de,22.7680917941
agapito hernández hernández,22.7106174736
comisión de puntos constitucionales presenta,22.6929040631
fracción ii del artículo 76,22.6384830503
fracción ii del artículo,22.6384830503
comisión de puntos constitucionales que,22.6081147763
rómulo sánchez mireles,22.6048547555
diputación permanente del congreso del,22.5985946343
leopoldo gonzález sáenz,22.5922330932
correspondiente al primer año de,22.5683080112
segunda comisión de puntos constitucionales,22.558772851
tomás algaba gómez,22.541609682
primera comisión de puntos constitucionales,22.5269687528
jesús robles martínez,22.5193916772
secretaría de gobernación transcribiendo,22.3748198617
juan gutiérrez lascuráin,22.3214427574
presidente de ese país a,22.2784751961
correspondiente al tercer año de,22.216345069
correspondiente al segundo año de,22.2049944943
miguel ramírez munguía,22.2015265089
votación económica se aprueba,22.1571639427
asuntos del orden del día,22.0688911682
licenciado gustavo díaz ordaz,22.0575728503
abel huitrón y aguado,22.0427615953
comisión permanente que funcionará durante,22.0100155586
secretario de educación pública,22.0020627401
sesión pública y se,21.9996685204
prestar servicios de carácter administrativo,21.98353914
que pueda aceptar y desempeñar,21.9764542572
cámara de diputados del xliv,21.9533959269
dámaso lanche guillén,21.8560036088
seguridades de nuestra atenta y,21.8478055507
vidal díaz muñoz,21.8368650345
secretaría de industria y comercio,21.8366572499
pedro ramírez vázquez,21.8292676818
seguridades de mi consideración,21.8218045664
votación nominal de éste y,21.8155693659
me permito rogarle tenga a,21.8107369605
ingeniero víctor bravo ahuja,21.7860421791
aprobación del proyecto de decreto,21.765057754
segundo año de ejercicio y,21.7456925052
josé agapito domínguez canabal,21.7239975335
héctor cerón ortega,21.722421016
próximo miércoles a,21.6827413842
miércoles próximo a,21.6827413842
primer año de ejercicio de,21.6794491122
jacobo aragón aguillón,21.674939416
diputado filiberto soto solís,21.6522662056
diputado carlos sansores pérez,21.6344262963
leopoldo cerón sánchez,21.6332527257
licenciado carlos gálvez betancourt,21.5390760285
se pasa a sesión secreta,21.5159023106
licenciado adolfo lópez mateos,21.5101789808
fernando díaz durán,21.4913921513
alfonso martínez domínguez,21.4822951764
sesión anterior llevada a cabo,21.4732424681
que motive discusión se aprueba,21.469001304
francisco chávez gonzález,21.4438245506
diputación permanente que funcionará durante,21.3970537448
seguridades de nuestra consideración,21.3889543811
secretario gonzález sáenz,21.3838359457
juan barragán rodríguez,21.3793825696
período ordinario de sesiones,21.3711929566
período extraordinario de sesiones,21.3436600181
fracción ii del apartado b,21.3429799356
fracción iii del inciso b,21.291563295
alfonso pérez peña,21.2568798829
juan manuel terán mata,21.2559639936
atenta y distinguida consideración,21.2461926085
consideración atenta y distinguida,21.2461926085
agustín ramírez romero,21.2444815852
ramón cabrera cosío,21.2289198862
período comisión permanente,21.1982406805
pablo muñoz gutiérrez,21.1734796196
a continuación les transcribo,21.0863690759
seguridades de mi atención,21.078035663
francisco pérez ríos,21.0370972873
agradeceré a usted tenga a,21.0318497993
gonzalo lópez lópez,21.016861369
licenciado emilio sánchez piedras,20.9425580054
a continuación me permito,20.9371759031
