cámara de diputados del h,26.7394394195
comisión permanente del h,21.6146053891
constitución política de,21.2064848716
comisión de puntos constitucionales,20.8616010847
se concede permiso al c,19.5996867337
cámara de senadores,16.9339838515
votación económica,16.0457092933
comisión que suscribe,15.3986994487
está a discusión,15.1079493409
sala de comisiones de,15.0079954312
comuníquese al ejecutivo,13.9799272957
siguiente proyecto de decreto,13.2115534056
comisión permanente,12.2591498211
comisión de,11.5942399736
condecoración de,11.1493420144
secretaría de,11.0647771998
consideración de,11.0160086811
que estén,10.9185073719
de gobernación,10.7841246231
proyecto de decreto,10.2753831929
punto de acuerdo,10.1689873957
votación nominal,9.92983627747
sesión celebrada,9.86822011585
pueda aceptar y,9.56133265752
ciudadanía mexicana,9.34852941176
estados unidos mexicanos,8.96149825784
artículo único,8.70757023867
estudio y dictamen,8.52993158702
que le,7.20551601423
votación,7.02983627747
mismo c,6.95974025974
se pregunta,6.9133583691
gobierno de,6.63304933624
aceptar y,6.40343792068
república,6.28384912959
presidente de,6.20513623552
congreso de,6.20513623552
méxico,6.20059701493
ejecutivo de,6.05169246917
unión,6.04626563125
se ratifica,5.6008583691
no habiendo,5.54616977226
se aprueba,5.5383583691
se reserva,5.48321131028
defensa nacional,5.18156028369
honorable asamblea,4.06732117812
diputado,4.03333333333
anteriormente expuesto,3.66666666667
secretario,3.17948717949
siguiente,2.93617021277
solicitud,2.54285714286
ejecutivo,2.45945945946
único,2.36363636364
expediente,2.27906976744
nacionalidad,2.0
dictamen,1.95161290323
afirmativa,1.88888888889
mayor,1.83333333333
asamblea,1.8064516129
turnado,1.70588235294
aprobado,1.38888888889
perder,1.2380952381
mujer,1.2
palabra,1.11428571429
establecido,1.08333333333
reglamento,1.0
tanto,1.0
leyendo,1.0
ratificar,1.0
